TYPE,CATEGORY,TEXT,HEAD_WIFE,VAR_COUNT,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1999,Y2001,Y2003,Y2005,Y2007,Y2009,Y2011,Y2013,Y2015,Y2017,Y2019
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of days
06>spouse, currently working:",WIFE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,ER2701,ER5700,ER7796,ER10698,ER13859,ER17943,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of days
06>spouse, not currently working:
07>accuracy code:",WIFE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER18227,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of days
06>spouse, not currently working:",WIFE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,ER2945,ER5944,ER8041,ER10937,ER14112,ER18226,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of days
06>spouse:
07>accuracy code:",WIFE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER21588,ER25585,ER36590,ER42611,ER47929,ER53635,ER60650,ER66665,ER72667
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of days
06>spouse:",WIFE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER21587,ER25584,ER36589,ER42610,ER47928,ER53634,ER60649,ER66664,ER72666
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of months
06>head/reference person, currently working:
07>accuracy code:",HEAD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER17378,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of months
06>head/reference person, currently working:",HEAD,6,,,,,,,,,,,,,,,,,,,,,,,,,,,ER2209,ER5208,ER7304,ER10218,ER13349,ER17377,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of months
06>head/reference person, not currently working:
07>accuracy code:",HEAD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER17660,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of months
06>head/reference person, not currently working:",HEAD,6,,,,,,,,,,,,,,,,,,,,,,,,,,,ER2454,ER5453,ER7549,ER10457,ER13602,ER17659,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of months
06>head/reference person:
07>accuracy code:",HEAD,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER21342,ER25331,ER36336,ER42363,ER47676,ER53376,ER60391,ER66394,ER72394
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of months
06>head/reference person:",HEAD,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER21341,ER25330,ER36335,ER42362,ER47675,ER53375,ER60390,ER66393,ER72393
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of months
06>spouse, currently working:
07>accuracy code:",WIFE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER17948,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of months
06>spouse, currently working:",WIFE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,ER2703,ER5702,ER7798,ER10700,ER13861,ER17947,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of months
06>spouse, not currently working:
07>accuracy code:",WIFE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER18231,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of months
06>spouse, not currently working:",WIFE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,ER2947,ER5946,ER8043,ER10939,ER14114,ER18230,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of months
06>spouse:
07>accuracy code:",WIFE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER21592,ER25589,ER36594,ER42615,ER47933,ER53639,ER60654,ER66669,ER72671
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of months
06>spouse:",WIFE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER21591,ER25588,ER36593,ER42614,ER47932,ER53638,ER60653,ER66668,ER72670
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of weeks
06>head/reference person, currently working:
07>accuracy code:",HEAD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER17376,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of weeks
06>head/reference person, currently working:",HEAD,6,,,,,,,,,,,,,,,,,,,,,,,,,,,ER2208,ER5207,ER7303,ER10217,ER13348,ER17375,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of weeks
06>head/reference person, not currently working:
07>accuracy code:",HEAD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER17658,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of weeks
06>head/reference person, not currently working:",HEAD,6,,,,,,,,,,,,,,,,,,,,,,,,,,,ER2453,ER5452,ER7548,ER10456,ER13601,ER17657,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of weeks
06>head/reference person:
07>accuracy code:",HEAD,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER21340,ER25329,ER36334,ER42361,ER47674,ER53374,ER60389,ER66392,ER72392
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of weeks
06>head/reference person:",HEAD,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER21339,ER25328,ER36333,ER42360,ER47673,ER53373,ER60388,ER66391,ER72391
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of weeks
06>spouse, currently working:
07>accuracy code:",WIFE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER17946,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of weeks
06>spouse, currently working:",WIFE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,ER2702,ER5701,ER7797,ER10699,ER13860,ER17945,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of weeks
06>spouse, not currently working:
07>accuracy code:",WIFE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER18229,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of weeks
06>spouse, not currently working:",WIFE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,ER2946,ER5945,ER8042,ER10938,ER14113,ER18228,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of weeks
06>spouse:
07>accuracy code:",WIFE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER21590,ER25587,ER36592,ER42613,ER47931,ER53637,ER60652,ER66667,ER72669
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>reported number of weeks
06>spouse:",WIFE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER21589,ER25586,ER36591,ER42612,ER47930,ER53636,ER60651,ER66666,ER72668
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>spouse, currently working:",WIFE,16,,,,,,,,,,,,,,,,,V10773,V12066,V13280,V14374,V15557,V17075,V18496,V19796,V21096,V22925,ER2699,ER5698,ER7794,ER10697,ER13858,ER17942,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>spouse, not currently working:",WIFE,16,,,,,,,,,,,,,,,,,V10827,V12163,V13364,V14456,V15704,V17236,V18643,V19943,V21243,V23091,ER2943,ER5942,ER8039,ER10936,ER14111,ER18225,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>out of labor force
04>in previous year, whether
05>spouse:",WIFE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER21586,ER25583,ER36588,ER42609,ER47927,ER53633,ER60648,ER66663,ER72665
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>history of unemployment or strike prior to 1968:",,1,V219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>hours of work lost annually
05>strikes and unemployment (combined)
06>head/reference person:
07>accuracy code:",HEAD,8,V50,V470,V1143,V1844,V2444,V3032,V3428,V3828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>hours of work lost annually
05>strikes and unemployment (combined)
06>head/reference person:",HEAD,8,V49,V469,V1142,V1843,V2443,V3031,V3427,V3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>hours of work lost annually
05>strikes and unemployment (combined)
06>spouse:",WIFE,1,,,,,,,,V3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>hours of work lost annually
05>unemployment only
06>head/reference person:
07>accuracy code:",HEAD,17,,,,,,,,,V4339,V5241,V5740,V6345,V6943,V7539,V8237,V8839,V10046,V11154,V12553,V13753,V14843,V16343,V17752,V19052,V20352,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>hours of work lost annually
05>unemployment only
06>head/reference person:",HEAD,18,,,,,,,,,V4338,V5240,V5739,V6344,V6942,V7538,V8236,V8838,V10045,V11153,V12552,V13752,V14842,V16342,V17751,V19051,V20351,V21638,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>hours of work lost annually
05>unemployment only
06>spouse:
07>accuracy code:",WIFE,18,,,,,,,,V3834,V4728,V5253,V5752,V6357,V6955,V7549,V8247,V8849,V10140,V11266,V12665,V13817,V14873,V16373,V17782,V19082,V20382,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>hours of work lost annually
05>unemployment only
06>spouse:",WIFE,18,,,,,,,,,V4727,V5252,V5751,V6356,V6954,V7548,V8246,V8848,V10139,V11265,V12664,V13816,V14872,V16372,V17781,V19081,V20381,V21674,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>1st reason did not apply for unemployment compensation for currently employed:",,3,,,,,,,,,,,,,,V7774,V8439,V9070,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>1st reason did not apply for unemployment compensation for unemployed:",,3,,,,,,,,,,,,,,V7847,V8511,V9154,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>2nd reason did not apply for unemployment compensation for currently employed:",,3,,,,,,,,,,,,,,V7775,V8440,V9071,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>2nd reason did not apply for unemployment compensation for unemployed:",,3,,,,,,,,,,,,,,V7848,V8512,V9155,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>benefits exhausted, whether, if currently employed:",,3,,,,,,,,,,,,,,V7771,V8436,V9067,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>benefits exhausted, whether, if unemployed and looking for work:",,3,,,,,,,,,,,,,,V7844,V8508,V9151,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>eligible for unemployment compensation, whether thought, if currently employed:",,3,,,,,,,,,,,,,,V7773,V8438,V9069,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>eligible for unemployment compensation, whether thought, if unemployed:",,3,,,,,,,,,,,,,,V7846,V8510,V9153,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>other sources of income, whether, if currently employed:
07>1st type:",,3,,,,,,,,,,,,,,V7777,V8442,V9073,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>other sources of income, whether, if currently employed:
07>2nd type:",,3,,,,,,,,,,,,,,V7778,V8443,V9074,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>other sources of income, whether, if currently employed:",,3,,,,,,,,,,,,,,V7776,V8441,V9072,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>other sources of income, whether, if unemployed and looking for work:
07>1st type:",,3,,,,,,,,,,,,,,V7850,V8514,V9157,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>other sources of income, whether, if unemployed and looking for work:
07>2nd type:",,3,,,,,,,,,,,,,,V7851,V8515,V9158,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>other sources of income, whether, if unemployed and looking for work:",,3,,,,,,,,,,,,,,V7849,V8513,V9156,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>received unemployment compensation, whether, if currently employed:",,3,,,,,,,,,,,,,,V7770,V8435,V9066,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>income
05>most recent period of unemployment
06>received unemployment compensation, whether, if unemployed and looking for work:",,3,,,,,,,,,,,,,,V7843,V8507,V9150,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>2nd most recent period of unemployment, whether search interrupted if currently employed
06>interruption 5-8 weeks:",,3,,,,,,,,,,,,,,V7759,V8423,V9054,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>2nd most recent period of unemployment, whether search interrupted if currently employed
06>interruption more than 8 weeks:",,3,,,,,,,,,,,,,,V7760,V8424,V9055,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>2nd most recent period of unemployment, whether search interrupted if currently employed and interruption was over 8 weeks
06>more than one interruption, whether:
07>number:",,3,,,,,,,,,,,,,,V7762,V8426,V9057,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>2nd most recent period of unemployment, whether search interrupted if currently employed and interruption was over 8 weeks
06>more than one interruption, whether:",,3,,,,,,,,,,,,,,V7761,V8425,V9056,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>2nd most recent period of unemployment, whether search interrupted if unemployed and looking for work
06>interruption 5-8 weeks:",,3,,,,,,,,,,,,,,V7832,V8495,V9138,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>2nd most recent period of unemployment, whether search interrupted if unemployed and looking for work
06>interruption more than 8 weeks:",,3,,,,,,,,,,,,,,V7833,V8496,V9139,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>2nd most recent period of unemployment, whether search interrupted if unemployed and looking for work, and interruption was over 8 weeks
06>more than one interruption, whether:
07>number:",,3,,,,,,,,,,,,,,V7835,V8498,V9141,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>2nd most recent period of unemployment, whether search interrupted if unemployed and looking for work, and interruption was over 8 weeks
06>more than one interruption, whether:",,3,,,,,,,,,,,,,,V7834,V8497,V9140,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>3rd most recent period of unemployment, whether search interrupted if currently employed
06>interruption 5-8 weeks:",,3,,,,,,,,,,,,,,V7766,V8431,V9062,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>3rd most recent period of unemployment, whether search interrupted if currently employed
06>interruption more than 8 weeks:",,3,,,,,,,,,,,,,,V7767,V8432,V9063,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>3rd most recent period of unemployment, whether search interrupted if currently employed
06>more than one interruption, whether:
07>number:",,3,,,,,,,,,,,,,,V7769,V8434,V9065,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>3rd most recent period of unemployment, whether search interrupted if currently employed
06>more than one interruption, whether:",,3,,,,,,,,,,,,,,V7768,V8433,V9064,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>3rd most recent period of unemployment, whether search interrupted if unemployed and looking for work
06>interruption 5-8 weeks:",,3,,,,,,,,,,,,,,V7839,V8503,V9146,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>3rd most recent period of unemployment, whether search interrupted if unemployed and looking for work
06>interruption more than 8 weeks:",,3,,,,,,,,,,,,,,V7840,V8504,V9147,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>3rd most recent period of unemployment, whether search interrupted if unemployed and looking for work
06>more than one interruption, whether:
07>number:",,3,,,,,,,,,,,,,,V7842,V8506,V9149,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>3rd most recent period of unemployment, whether search interrupted if unemployed and looking for work
06>more than one interruption, whether:",,3,,,,,,,,,,,,,,V7841,V8505,V9148,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>most recent period of unemployment, whether search interrupted if curr
06>more than one interruption, whether:
07>number:",,3,,,,,,,,,,,,,,V7755,V8418,V9049,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>most recent period of unemployment, whether search interrupted if curr
06>more than one interruption, whether:",,3,,,,,,,,,,,,,,V7754,V8417,V9048,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>most recent period of unemployment, whether search interrupted if currently employed
06>interruption 5-8 weeks:",,3,,,,,,,,,,,,,,V7752,V8415,V9046,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>most recent period of unemployment, whether search interrupted if currently employed
06>interruption more than 8 weeks:",,3,,,,,,,,,,,,,,V7753,V8416,V9047,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>most recent period of unemployment, whether search interrupted if unem
06>more than one interruption, whether:
07>number:",,3,,,,,,,,,,,,,,V7828,V8490,V9133,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>most recent period of unemployment, whether search interrupted if unem
06>more than one interruption, whether:",,3,,,,,,,,,,,,,,V7827,V8489,V9132,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>most recent period of unemployment, whether search interrupted if unemployed and looking for work
06>interruption 5-8 weeks:",,3,,,,,,,,,,,,,,V7825,V8487,V9130,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>job search interruptions during unemployment
05>most recent period of unemployment, whether search interrupted if unemployed and looking for work
06>interruption more than 8 weeks:",,3,,,,,,,,,,,,,,V7826,V8488,V9131,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>length
05>2nd most recent period, whether, if currently employed:
06>date began:
07>month:",,2,,,,,,,,,,,,,,,V8420,V9051,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>length
05>2nd most recent period, whether, if currently employed:
06>date began:
07>year:",,2,,,,,,,,,,,,,,,V8421,V9052,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>length
05>2nd most recent period, whether, if currently employed:
06>date began:",,1,,,,,,,,,,,,,,V7757,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>length
05>2nd most recent period, whether, if currently employed:
06>length in weeks:",,3,,,,,,,,,,,,,,V7758,V8422,V9053,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>length
05>2nd most recent period, whether, if currently employed:",,3,,,,,,,,,,,,,,V7756,V8419,V9050,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,WORK,"01>WORK
02>Unemployment, Layoff, Out of Labor Force
03>unemployment and layoff
04>length
05>2nd most recent period, whether, if unemployed and looking for work:
06>date began:
07>month:",,2,,,,,,,,,,,,,,,V8492,V9135,,,,,,,,,,,,,,,,,,,,,,,,,
